Name,Classification,Preferred Term,URL,Related Term,Category,Body Parts,Body Parts,Body Parts,Body Parts,Body Parts,Body Parts,Body Parts,Body Parts,Anatomy,Anatomy,Anatomy,Anatomy,Anatomy,Anatomy,Anatomy,Anatomy,Anatomy,Topic,Topic,Topic,Topic,Topic,Topic,Topic,Topic,Topic,Topic,A-Z,Age,Age,Age,Age,Age,Sex,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Keywords,Season,,,,Snomed Code,Confidence,Notes,Done
Miscarriage - Prevention,M,Miscarriage,https://www.nhs.uk/conditions/miscarriage/prevention/,,Treatment,Abdomen,,,,,,,,Uterus,Embryo,,,,,,,,Sexual Health,Pain,Preventative healthcare,,,,,,,,,Adults,,,,,Female,antiphospholipid syndrome, weakened cervix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Miscarriage - Symptoms,M,Miscarriage,https://www.nhs.uk/conditions/miscarriage/symptoms/,,Symptom,Abdomen,,,,,,,,Uterus,Embryo,,,,,,,,Sexual Health,Pain,,,,,,,,,,Adults,,,,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Miscarriage - What happens,M,Miscarriage,https://www.nhs.uk/conditions/miscarriage/what-happens/,,Condition,Abdomen,,,,,,,,Uterus,Embryo,,,,,,,,Sexual Health,Pain,,,,,,,,,,Adults,,,,,Female,pregnancy tissue, expectant management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Mitral valve problems,M,Mitral valve problems,https://www.nhs.uk/conditions/mitral-valve-problems/,,Condition,Chest,,,,,,,,Heart,Blood,Blood vessels,,,,,,,Heart Health,,,,,,,,,,checked,All,,,,,,mitral valve, mitral valve prolapse, mitral regurgitation, mitral valve stenosis, mitral valve surgery, mitral valve repair, mitral valve replacement, balloon valvuloplasty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91134007,None,"snomed code only relates to the body structure of the valve, not the issues that it may face",Done
Molar pregnancy,M,Molar pregnancy,https://www.nhs.uk/conditions/molar-pregnancy/,,Condition,Abdomen,,,,,,,,Uterus,Embryo,Placenta,,,,,,,Sexual Health,,,,,,,,,,checked,Adults,,,,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62168E+16,None,snomed code refers to a history of molar pregnancy,Done
Moles,M,Moles,https://www.nhs.uk/conditions/moles/,,Symptom,Skin,,,,,,,,Skin,,,,,,,,,Skin conditions,,,,,,,,,,checked,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51697005,High,was unsure of the category of this one,Done
Molluscum contagiosum,M,Molluscum contagiosum,https://www.nhs.uk/conditions/molluscum-contagiosum/,mc,Condition,Skin,Arm,Leg,Groin,,,,,Skin,,,,,,,,,Skin conditions,Infections Illnesses & Diseases,,,,,,,,,checked,Children,,,,,,molluscum contagiosum virus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68855006,High,,Done
Molluscum contagiosum - Symptoms,M,Molluscum contagiosum,https://www.nhs.uk/conditions/molluscum-contagiosum/symptoms/,,Condition,Skin,Arm,Leg,Groin,,,,,Skin,,,,,,,,,Skin conditions,Infections Illnesses & Diseases,,,,,,,,,,Children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Molluscum contagiosum - Treatment,M,Molluscum contagiosum,https://www.nhs.uk/conditions/molluscum-contagiosum/treatment/,,Condition,Skin,Arm,Leg,Groin,,,,,Skin,,,,,,,,,Skin conditions,Infections Illnesses & Diseases,,,,,,,,,,Children,,,,,,topical treatments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Monkeypox,M,Monkeypox,https://www.nhs.uk/conditions/monkeypox/,,Condition,Head,,,,,,,,Muscles,,,,,,,,,Infections Illnesses & Diseases,,,,,,,,,,checked,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359814004,High,,Done
Morton's neuroma,M,Mortons neuroma,https://www.nhs.uk/conditions/mortons-neuroma/,,Condition,Foot,Toes,,,,,,,Muscles,Skeleton,,,,,,,,Pain,Sports injuries,,,,,,,,,checked,All,,,,,,toe bones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62249E+16,High,,Done
Motion sickness,M,Motion sickness,https://www.nhs.uk/conditions/motion-sickness/,,Symptom,,,,,,,,,Gastrointestinal tract,,,,,,,,,Healthy Living,Preventative healthcare,,,,,,,,,checked,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37031009,High,,Done
Motor neurone disease,M,Motor neurone disease,https://www.nhs.uk/conditions/motor-neurone-disease/,mnd,Condition,Limbs,Ankle,Leg,Arm,,,,,Brain,Neurotransmitters,Muscles,,,,,,,Neurological Illness & Injury,,,,,,,,,,checked,Adults,Older people,,,,,motor neurones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37340000,High,,Done
Mouth cancer,M,Mouth cancer,https://www.nhs.uk/conditions/mouth-cancer/,oral cancer,Condition,Mouth,Cheek,Lip,,,,,,,,,,,,,,,Cancer,,,,,,,,,,checked,All,Adults,,,,Male,squamous cell carcinoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363505006,High,,Done
Mouth cancer - Causes,M,Mouth cancer,https://www.nhs.uk/conditions/mouth-cancer/causes/,,Condition,Mouth,Cheek,Lip,,,,,,,,,,,,,,,Cancer,,,,,,,,,,,All,Adults,,,,,tobacco products, betel nuts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Mouth cancer - Complications,M,Mouth cancer,https://www.nhs.uk/conditions/mouth-cancer/complications/,,Condition,Mouth,Cheek,Lip,,,,,,,,,,,,,,,Cancer,,,,,,,,,,,All,Adults,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Mouth cancer - Diagnosis,M,Mouth cancer,https://www.nhs.uk/conditions/mouth-cancer/diagnosis/,,Condition,Mouth,Cheek,Lip,,,,,,,,,,,,,,,Cancer,,,,,,,,,,,All,Adults,,,,,nasendoscopy, pandendoscopy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Mouth cancer - Living with,M,Mouth cancer,https://www.nhs.uk/conditions/mouth-cancer/living-with/,,Condition,Mouth,Cheek,Lip,,,,,,,,,,,,,,,Cancer,,,,,,,,,,,All,Adults,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Mouth cancer - Symptoms,M,Mouth cancer,https://www.nhs.uk/conditions/mouth-cancer/symptoms/,,Condition,Mouth,Cheek,Lip,,,,,,Throat,,,,,,,,,Cancer,Dental,,,,,,,,,,All,Adults,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Mouth cancer - Treatment,M,Mouth cancer,https://www.nhs.uk/conditions/mouth-cancer/treatment/,,Condition,Mouth,Cheek,Lip,,,,,,,,,,,,,,,Cancer,,,,,,,,,,,All,Adults,,,,,Internal radiotherapy, cetuximab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Mouth ulcers,M,Mouth ulcers,https://www.nhs.uk/conditions/mouth-ulcers/,,Symptom,Mouth,,,,,,,,,,,,,,,,,Healthy Living,Dental,,,,,,,,,checked,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238850005,Low,,Done
MRI scan,M,MRI scan,https://www.nhs.uk/conditions/mri-scan/,magnetic resonance imaging,Treatment,,,,,,,,,Brain,Spinal cord,Skeleton,Heart,Blood vessels,Liver,Uterus,Prostate,,Screening,,,,,,,,,,checked,All,,,,,,mri scanner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113091000,High,,Done
MRI scan - How it's performed,M,MRI scan,https://www.nhs.uk/conditions/mri-scan/what-happens/,,Treatment,,,,,,,,,Brain,Skeleton,Spinal cord,Liver,Uterus,Prostate,,,,Screening,,,,,,,,,,,All,,,,,,contrast dye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
MRI scan - Who can have one?,M,MRI scan,https://www.nhs.uk/conditions/mri-scan/who-can-have-it/,,Treatment,,,,,,,,,Brain,Spinal cord,Skeleton,Liver,Kidney,Uterus,Prostate,,,Screening,,,,,,,,,,,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
MRSA,M,MRSA,https://www.nhs.uk/conditions/mrsa/,methicillin-resistant staphylococcus aureus,Condition,Nose,Arm,Groin,Buttocks,,,,,Skin,,,,,,,,,Infections Illnesses & Diseases,Preventative healthcare,,,,,,,,,checked,All,,,,,,superbug, colonisation, decolonisation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115329001,High,,Done
Mucositis,M,Mucositis,https://www.nhs.uk/conditions/mucositis/,,Symptom,Abdomen,Mouth,,,,,,,Gastrointestinal tract,,,,,,,,,Infections Illnesses & Diseases,Pain,,,,,,,,,checked,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95361005,High,,Done
Multiple myeloma,M,Multiple myeloma,https://www.nhs.uk/conditions/multiple-myeloma/,myeloma,Condition,Pelvis,Back,Head,Ribs,,,,,Bone marrow,Blood,Skeleton,,,,,,,Cancer,,,,,,,,,,checked,Older people,Adults,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109989006,High,,Done
Multiple myeloma - Diagnosis,M,Multiple myeloma,https://www.nhs.uk/conditions/multiple-myeloma/diagnosis/,,Condition,Pelvis,Back,Head,Ribs,,,,,Bone marrow,Blood,Skeleton,,,,,,,Cancer,,,,,,,,,,,Older people,Adults,,,,,bone marrow biopsy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Multiple myeloma - Symptoms,M,Multiple myeloma,https://www.nhs.uk/conditions/multiple-myeloma/symptoms/,,Condition,Pelvis,Back,Head,Ribs,,,,,Bone marrow,Blood,Skeleton,Spinal cord,Kidney,,,,,Cancer,Pain,,,,,,,,,,Older people,Adults,,,,,bone pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Multiple myeloma - Treatment,M,Multiple myeloma,https://www.nhs.uk/conditions/multiple-myeloma/treatment/,,Condition,Pelvis,Back,Head,Ribs,,,,,Bone marrow,Blood,Skeleton,Stem cells,,,,,,Cancer,,,,,,,,,,,Older people,Adults,,,,,smouldering myeloma, multiple myeloma, thalidomide, bortezomib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Multiple sclerosis,M,Multiple sclerosis,https://www.nhs.uk/conditions/multiple-sclerosis/,ms,Condition,,,,,,,,,Brain,Spinal cord,,,,,,,,Neurological Illness & Injury,Autoimmune illnesses,,,,,,,,,checked,All,Adults,,,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24700007,High,,Done
Multiple sclerosis - Causes,M,Multiple sclerosis,https://www.nhs.uk/conditions/multiple-sclerosis/causes/,,Condition,,,,,,,,,Brain,Spinal cord,,,,,,,,Neurological Illness & Injury,Autoimmune illnesses,,,,,,,,,,All,Adults,,,,,myelin sheath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Multiple sclerosis - Diagnosis,M,Multiple sclerosis,https://www.nhs.uk/conditions/multiple-sclerosis/diagnosis/,,Condition,,,,,,,,,Brain,Spinal cord,,,,,,,,Neurological Illness & Injury,Autoimmune illnesses,,,,,,,,,,All,Adults,,,,,evoked potential test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Multiple sclerosis - Living with,M,Multiple sclerosis,https://www.nhs.uk/conditions/multiple-sclerosis/living-with/,,Condition,,,,,,,,,Brain,Spinal cord,,,,,,,,Neurological Illness & Injury,Autoimmune illnesses,Preventative healthcare,,,,,,,,,All,Adults,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Multiple sclerosis - Symptoms,M,Multiple sclerosis,https://www.nhs.uk/conditions/multiple-sclerosis/symptoms/,,Symptom,,,,,,,,,Brain,Spinal cord,,,,,,,,Neurological Illness & Injury,Autoimmune illnesses,Pain,Mental Health,,,,,,,,All,Adults,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Multiple sclerosis - Treatment,M,Multiple sclerosis,https://www.nhs.uk/conditions/multiple-sclerosis/treatment/,,Treatment,,,,,,,,,Brain,Spinal cord,,,,,,,,Neurological Illness & Injury,Autoimmune illnesses,,,,,,,,,,All,Adults,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Multiple system atrophy,M,Multiple system atrophy,https://www.nhs.uk/conditions/multiple-system-atrophy/,msa,Condition,,,,,,,,,Brain,Gastrointestinal tract,Bladder,,,,,,,Neurological Illness & Injury,Breathing and Respiratory health,Digestive Health,,,,,,,,checked,Adults,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230297002,High,,Done
Mumps,M,Mumps,https://www.nhs.uk/conditions/mumps/,,Condition,Skin,Face,Ear,,,,,,Skin,,,,,,,,,Infections Illnesses & Diseases,Pain,,,,,,,,,checked,All,,,,,,hamster face, parotid glands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36989005,High,,Done
Mumps - Causes,M,Mumps,https://www.nhs.uk/conditions/mumps/causes/,,Condition,Skin,Face,Ear,Nose,Mouth,,,,Skin,Throat,,,,,,,,Infections Illnesses & Diseases,Pain,Breathing and Respiratory health,,,,,,,,,All,,,,,,mumps virus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Mumps - Complications,M,Mumps,https://www.nhs.uk/conditions/mumps/complications/,,Condition,Skin,Face,Ear,,,,,,Skin,Testicles,Ovaries,,,,,,,Infections Illnesses & Diseases,Pain,,,,,,,,,,All,,,,,,viral meningitis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Mumps - Symptoms,M,Mumps,https://www.nhs.uk/conditions/mumps/symptoms/,,Symptom,Skin,Face,Ear,,,,,,Skin,,,,,,,,,Infections Illnesses & Diseases,Pain,,,,,,,,,,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Mumps - Treatment,M,Mumps,https://www.nhs.uk/conditions/mumps/treatment/,,Treatment,Skin,Face,Ear,,,,,,Skin,,,,,,,,,Infections Illnesses & Diseases,Pain,,,,,,,,,,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Muscular dystrophy,M,Muscular dystrophy,https://www.nhs.uk/conditions/muscular-dystrophy/,md,Condition,,,,,,,,,Muscles,Heart,,,,,,,,Pain,,,,,,,,,,checked,All,,,,,,duchenne md, myotonic md, facioscapulohumeral md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73297009,High,unsure if there is a relevant canon other than pain,Done
Muscular dystrophy - Causes,M,Muscular dystrophy,https://www.nhs.uk/conditions/muscular-dystrophy/causes/,,Condition,,,,,,,,,Muscles,Heart,Chromosomes,,,,,,,Pain,,,,,,,,,,,All,,,,,,recessive inherited disorder, dominant inherited disorder, sex-linked disorder, spontaneous gene mutations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Muscular dystrophy - Diagnosis,M,Muscular dystrophy,https://www.nhs.uk/conditions/muscular-dystrophy/diagnosis/,,Condition,,,,,,,,,Muscles,Heart,,,,,,,,Pain,,,,,,,,,,,All,,,,,,muscle biopsy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Muscular dystrophy - Genetic testing,M,Muscular dystrophy,https://www.nhs.uk/conditions/muscular-dystrophy/genetic-tests/,,Condition,,,,,,,,,Muscles,Heart,,,,,,,,Pain,,,,,,,,,,,All,,,,,,prenatal diagnosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Muscular dystrophy - Treatment,M,Muscular dystrophy,https://www.nhs.uk/conditions/muscular-dystrophy/treatment/,,Treatment,,,,,,,,,Muscles,Heart,,,,,,,,Pain,,,,,,,,,,,All,,,,,,ataluren, exon skipping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Muscular dystrophy - Types,M,Muscular dystrophy,https://www.nhs.uk/conditions/muscular-dystrophy/types/,,Condition,,,,,,,,,Muscles,Heart,,,,,,,,Pain,,,,,,,,,,,All,,,,,,becker muscular dystrophy, limb-girdle muscular dystrophy, oculopharyngeal muscular dystrophy, emery-dreifuss muscular dystrophy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Myasthenia gravis,M,Myasthenia gravis,https://www.nhs.uk/conditions/myasthenia-gravis/,,Condition,Eye,Face,,,,,,,Muscles,Throat,Thymus gland,,,,,,,Autoimmune illnesses,,,,,,,,,,checked,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91637004,,,Done
Myasthenia gravis - Diagnosis,M,Myasthenia gravis,https://www.nhs.uk/conditions/myasthenia-gravis/diagnosis/,,Condition,Eye,Face,,,,,,,Muscles,Throat,Thymus gland,,,,,,,Autoimmune illnesses,,,,,,,,,,,All,,,,,,ocular myasthenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Myasthenia gravis - Symptoms,M,Myasthenia gravis,https://www.nhs.uk/conditions/myasthenia-gravis/symptoms/,,Condition,Eye,Face,,,,,,,Muscles,Throat,Thymus gland,,,,,,,Autoimmune illnesses,Breathing and Respiratory health,,,,,,,,,,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Myasthenia gravis - Treatment,M,Myasthenia gravis,https://www.nhs.uk/conditions/myasthenia-gravis/treatment/,,Condition,Eye,Face,,,,,,,Muscles,Throat,Thymus gland,,,,,,,Autoimmune illnesses,,,,,,,,,,,All,,,,,,pyridostigmine, thymectomy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Mycobacterium chimaera infection,M,Mycobacterium chimaera infection,https://www.nhs.uk/conditions/mycobacterium-chimaera/,,Condition,Chest,,,,,,,,Heart,Lung,,,,,,,,Infections Illnesses & Diseases,,,,,,,,,,checked,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243368001,None,snomed code refers to the genus of mycobacterium,Done
Myelodysplastic syndrome (myelodysplasia),M,Myelodysplasia,https://www.nhs.uk/conditions/myelodysplasia/,Myelodysplastic syndrome,Condition,,,,,,,,,Blood,Bone marrow,,,,,,,,Cancer,,,,,,,,,,checked,All,Older people,,,,,lenalidomide, stem cell transplant, primary mds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128623006,High,,Done
Myositis (polymyositis and dermatomyositis),M,Myositis,https://www.nhs.uk/conditions/myositis/,polymyositis and dermatomyositis,Condition,Neck,Shoulder,Back,Hip,Thigh,,,,Muscles,,,,,,,,,Autoimmune illnesses,Pain,,,,,,,,,checked,All,,,,,,disease-modifying anti-rheumatic drugs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26889001,High,,Done
Mental health and wellbeing,,Mental health,https://www.nhs.uk/mental-health/,,,,,,,,,,,"Mind, emotions and feelings",,,,,,,,,Mental Health,,,,,,,,,,checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To-do
Advice for life situations and events,,Mental health - Advice for life situations and events,https://www.nhs.uk/mental-health/advice-for-life-situations-and-events/,,Advice and support,,,,,,,,,"Mind, emotions and feelings",,,,,,,,,Mental Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To-do
Bereavement,,Mental health - Advice for life situations and events,https://www.nhs.uk/mental-health/advice-for-life-situations-and-events/bereavement/,,Advice and support,,,,,,,,,"Mind, emotions and feelings",,,,,,,,,Mental Health,Bereavement,,,,,,,,,checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To-do
Coping with financial worries,,Mental health - Advice for life situations and events,https://www.nhs.uk/mental-health/advice-for-life-situations-and-events/how-to-cope-with-financial-worries/,,Advice and support,,,,,,,,,"Mind, emotions and feelings",,,,,,,,,Mental Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To-do
How to help someone with depression,,Mental health - Advice for life situations and events,https://www.nhs.uk/mental-health/advice-for-life-situations-and-events/how-to-help-someone-with-depression/,,Advice and support,,,,,,,,,"Mind, emotions and feelings",,,,,,,,,Mental Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To-do
Supporting someone with an eating disorder,,Mental health - Advice for life situations and events,https://www.nhs.uk/mental-health/advice-for-life-situations-and-events/how-to-help-someone-with-eating-disorder/,,Advice and support,,,,,,,,,"Mind, emotions and feelings",,,,,,,,,Mental Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To-do
Loneliness in the elderly: how to help,,Mental health - Advice for life situations and events,https://www.nhs.uk/mental-health/advice-for-life-situations-and-events/loneliness-in-the-elderly/,,Advice and support,,,,,,,,,"Mind, emotions and feelings",,,,,,,,,Mental Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To-do
"Mental health issues if you're gay, lesbian or bisexual",,Mental health - Advice for life situations and events,https://www.nhs.uk/mental-health/advice-for-life-situations-and-events/mental-health-support-if-you-are-gay-lesbian-bisexual-lgbtq/,,Advice and support,,,,,,,,,"Mind, emotions and feelings",,,,,,,,,Mental Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To-do
Going to work after mental health issues,,Mental health - Advice for life situations and events,https://www.nhs.uk/mental-health/advice-for-life-situations-and-events/return-to-work-after-mental-health-issues/,,Advice and support,,,,,,,,,"Mind, emotions and feelings",,,,,,,,,Mental Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To-do
Bullying at work,,Mental health - Advice for life situations and events,https://www.nhs.uk/mental-health/advice-for-life-situations-and-events/support-for-workplace-bullying/,,Advice and support,,,,,,,,,"Mind, emotions and feelings",,,,,,,,,Mental Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To-do
Where to get urgent help for mental health,,Mental health - Advice for life situations and events,https://www.nhs.uk/mental-health/advice-for-life-situations-and-events/where-to-get-urgent-help-for-mental-health/,,NHS Service,,,,,,,,,"Mind, emotions and feelings",,,,,,,,,Mental Health,,,,,,,,,,checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To-do
"Children, teenager and young adult's mental health",,"Mental health - Children, teenager and young adult's",https://www.nhs.uk/mental-health/children-and-young-adults/,,Advice and support,,,,,,,,,"Mind, emotions and feelings",,,,,,,,,Mental Health,,,,,,,,,,,Children,Teenagers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To-do
Advice for parents,,"Mental health - Children, teenager and young adult's - Advice for parents",https://www.nhs.uk/mental-health/children-and-young-adults/advice-for-parents/,,Advice and support,,,,,,,,,"Mind, emotions and feelings",,,,,,,,,Mental Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To-do
Anxiety disorders in children,,"Mental health - Children, teenager and young adult's - Advice for parents",https://www.nhs.uk/mental-health/children-and-young-adults/advice-for-parents/anxiety-disorders-in-children/,,Condition,,,,,,,,,"Mind, emotions and feelings",,,,,,,,,Mental Health,Anxiety,,,,,,,,,checked,Children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To-do
Anxiety in children,,"Mental health - Children, teenager and young adult's - Advice for parents",https://www.nhs.uk/mental-health/children-and-young-adults/advice-for-parents/anxiety-in-children/,,Condition,,,,,,,,,"Mind, emotions and feelings",,,,,,,,,Mental Health,Anxiety,,,,,,,,,checked,Children,,,,,,children and young people's mental health services, CYPMHS, counselling, cognitive behavioural therapy, CBT, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To-do
Children and bereavement,,"Mental health - Children, teenager and young adult's - Advice for parents",https://www.nhs.uk/mental-health/children-and-young-adults/advice-for-parents/children-and-bereavement/,,Advice and support,,,,,,,,,"Mind, emotions and feelings",,,,,,,,,Mental Health,Bereavement,,,,,,,,,,Children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To-do
Depression in children and teenagers,,"Mental health - Children, teenager and young adult's - Advice for parents",https://www.nhs.uk/mental-health/children-and-young-adults/advice-for-parents/children-depressed-signs/,,Condition,,,,,,,,,"Mind, emotions and feelings",,,,,,,,,Mental Health,Depression,,,,,,,,,,Children,Teenagers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To-do
Coping with your teenager,,"Mental health - Children, teenager and young adult's - Advice for parents",https://www.nhs.uk/mental-health/children-and-young-adults/advice-for-parents/cope-with-your-teenager/,,Advice and support,,,,,,,,,"Mind, emotions and feelings",,,,,,,,,Mental Health,,,,,,,,,,,Teenagers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To-do
